Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,MRP_bin,Vis_per_Weight,Is_New_Outlet
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,OUT010,1998,Medium,Tier 3,Grocery Store,173.108,27,Low,0.007498645444544782,0
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,OUT010,1998,Medium,Tier 3,Grocery Store,442.757,27,Low,0.0035261708405014878,0
FDR25,17.0,Regular,0.138846289,Canned,263.7884,OUT027,1985,Medium,Tier 3,Supermarket Type3,1324.942,40,Very_High,0.008167428284268925,0
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.3704,OUT035,2004,Small,Tier 2,Supermarket Type1,3880.2824,21,Medium,0.014873963489220567,0
DRH23,14.65,Low Fat,0.19739052833333334,Hard Drinks,54.9614,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614,26,Low,0.013473755280517275,0
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,16,Medium,0.0006183144411344836,0
NCC31,8.02,LF,0.033259081,Household,154.2972,OUT010,1998,Medium,Tier 3,Grocery Store,1090.5804,27,High,0.00414701706396296,0
FDU03,18.7,Regular,0.092095924,Meat,183.3292,OUT017,2007,Small,Tier 2,Supermarket Type1,2006.7212,18,High,0.0049249154585606705,0
FDG50,7.405,Low Fat,0.015295536,Canned,89.7146,OUT049,1999,Medium,Tier 1,Supermarket Type1,547.2876,26,Low,0.0020655683908753016,0
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,OUT013,1987,High,Tier 3,Supermarket Type1,2354.2688,38,High,0.0072786942677768775,0
FDX39,14.3,Regular,0.049435598,Meat,209.7586,OUT027,1985,Medium,Tier 3,Supermarket Type3,5487.5236,40,Very_High,0.003457034583424155,0
FDE46,18.6,Low Fat,0.027610698,Snack Foods,149.5366,OUT019,1985,Small,Tier 1,Grocery Store,604.5464,40,High,0.0014844460492233304,0
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,OUT045,2002,Small,Tier 2,Supermarket Type1,680.4476,23,Low,0.0007987523158715582,0
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,OUT017,2007,Small,Tier 2,Supermarket Type1,3773.7544,18,High,0.0024751913656866644,0
FDT46,11.35,Low Fat,0.053939315,Snack Foods,52.1008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008,40,Low,0.00475236213635576,0
FDS58,9.285,Regular,0.022997829375,Snack Foods,161.5578,OUT046,1997,Small,Tier 1,Supermarket Type1,4653.2762,28,High,0.0024768795797652583,0
FDX52,11.5,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164,40,Very_High,0.0063948752700108465,0
FDP27,8.155,Low Fat,0.199935881,Meat,188.453,OUT010,1998,Medium,Tier 3,Grocery Store,379.506,27,Very_High,0.02451696584709187,0
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1159.8236,26,Low,0.004627241007823547,0
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.7776,28,Medium,0.002496054476819172,0
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7168,OUT045,2002,Small,Tier 2,Supermarket Type1,1086.5856,23,Low,0.0032778256719864867,0
FDB12,11.15,Regular,0.105471384,Baking Goods,105.8648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312,26,Medium,0.00945931610230349,0
FDU26,16.7,Regular,0.042610897,Dairy,117.2782,OUT035,2004,Small,Tier 2,Supermarket Type1,715.0692,21,Medium,0.0025515505657754153,0
NCF30,17.0,Low Fat,0.126758324,Household,124.5362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1132.5258,16,Medium,0.007456371561389908,0
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,OUT013,1987,High,Tier 3,Supermarket Type1,4527.44,38,Very_High,0.005773907566339773,0
FDN02,16.5,Low Fat,0.073813788,Canned,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,5383.6588,21,Very_High,0.004473562637965901,0
DRC27,13.8,Low Fat,0.097251621,Dairy,245.7802,OUT010,1998,Medium,Tier 3,Grocery Store,245.6802,27,Very_High,0.007047218402375478,0
FDZ38,17.6,Low Fat,0.014008751,Dairy,171.3422,OUT019,1985,Small,Tier 1,Grocery Store,862.211,40,High,0.0007959517161391069,0
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,OUT010,1998,Medium,Tier 3,Grocery Store,51.9324,27,Low,0.0013061892349631426,0
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,OUT046,1997,Small,Tier 1,Supermarket Type1,3004.0896,28,Very_High,0.0012665803584338573,0
FDT01,13.65,Regular,0.184454044,Canned,211.4902,OUT049,1999,Medium,Tier 1,Supermarket Type1,4035.4138,26,Very_High,0.013513115786584925,0
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,3111.9492,26,High,0.005968296535892242,0
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.177,OUT018,2009,Medium,Tier 3,Supermarket Type2,173.108,16,Low,0.003457392938232714,0
FDN49,17.25,Regular,0.125734578,Breakfast,41.748,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,16,Low,0.007288960620929819,0
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,OUT045,2002,Small,Tier 2,Supermarket Type1,4440.886,23,Very_High,0.019841082025967776,0
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1838.2738,16,High,0.004369925176706123,0
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,OUT018,2009,Medium,Tier 3,Supermarket Type2,3367.6164,16,Very_High,0.004966302575925615,0
DRI25,19.6,Low Fat,0.033737273,Soft Drinks,56.6614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,40,Low,0.0017212893509546247,0
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,OUT046,1997,Small,Tier 1,Supermarket Type1,4695.2216,28,Medium,0.0029678860225353376,0
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,1670.4922,21,Medium,0.030391033356842855,0
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,OUT010,1998,Medium,Tier 3,Grocery Store,264.9884,27,Very_High,0.03223475371465526,0
DRI03,6.03,Low Fat,0.039751236,Dairy,176.9028,OUT019,1985,Small,Tier 1,Grocery Store,708.4112,40,High,0.006592243682878328,0
FDU58,6.61,Regular,0.03147487825,Snack Foods,186.4898,OUT045,2002,Small,Tier 2,Supermarket Type1,2993.4368,23,Very_High,0.004761705520165579,0
FDL09,19.6,Regular,0.127416049,Snack Foods,167.4816,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,40,High,0.006500818494856199,0
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8362,OUT010,1998,Medium,Tier 3,Grocery Store,125.8362,27,Medium,0.03202623329382052,0
FDP03,5.15,Regular,0.06112617,Meat,122.5388,OUT013,1987,High,Tier 3,Supermarket Type1,371.5164,38,Medium,0.011869156918610306,0
FDI21,5.59,Regular,0.056328717,Snack Foods,63.9168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,40,Low,0.010076691757300223,0
FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,28,High,0.0021672771018179386,0
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984,27,Medium,0.009293302248187897,0
FDN32,17.5,Low Fat,0.015485016,Fruits and Vegetables,185.6266,OUT027,1985,Medium,Tier 3,Supermarket Type3,4979.5182,40,High,0.0008848580065795424,0
FDR15,9.3,Regular,0.033276066,Meat,153.8314,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.1536,40,High,0.003578071228164384,0
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,26,High,0.0013131737742784685,0
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.1374,16,Very_High,0.008672224369753602,0
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282,28,Very_High,0.0015152685995663705,0
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,OUT010,1998,Medium,Tier 3,Grocery Store,157.1288,27,Low,0.004293530837543625,0
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,OUT010,1998,Medium,Tier 3,Grocery Store,515.3292,27,High,0.01129769401937859,0
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,26,Low,0.021753771927525877,0
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.9878,21,Very_High,0.005123823039597575,0
DRM35,9.695,Low Fat,0.070103425,Hard Drinks,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,5888.3352,40,High,0.007230883730697913,0
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.323,16,Low,0.007950553760810861,0
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,26,Low,0.005045944235367932,0
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959,38,Medium,0.012888022928599713,0
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.734,26,High,0.0023779023314543886,0
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,26,Medium,0.01687084846630958,0
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,OUT017,2007,Small,Tier 2,Supermarket Type1,1105.228,18,Medium,0.0037337969784180603,0
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,OUT045,2002,Small,Tier 2,Supermarket Type1,2061.3168,23,Low,0.007934356555958717,0
FDA15,9.3,Low Fat,0.015944801,Dairy,249.5092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392,40,Very_High,0.0017144945468285436,0
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,28,Very_High,0.0033861177028566393,0
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,OUT045,2002,Small,Tier 2,Supermarket Type1,999.3658,23,Low,0.0025019986695201083,0
FDT13,14.85,Low Fat,0.032516546,Canned,188.8214,OUT019,1985,Small,Tier 1,Grocery Store,753.6856,40,Very_High,0.0021896662498541246,0
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,38,Medium,0.005194643000343398,0
FDD58,7.76,LF,0.059472609,Snack Foods,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1298.31,23,Medium,0.007663995017526416,0
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318,38,Low,0.005120325489904787,0
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.8304,26,Medium,0.004822489507909234,0
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452,27,Very_High,0.008146497416630278,0
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992,16,High,0.007341770525093152,0
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,OUT045,2002,Small,Tier 2,Supermarket Type1,1506.0396,23,Medium,0.010644296109979804,0
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.9056,21,Very_High,0.003760298579738342,0
FDC50,15.85,Low Fat,0.135836915,Canned,93.8094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196,40,Low,0.008570151825227015,0
NCV05,10.1,Low Fat,0.030062224,Health and Hygiene,154.3656,OUT027,1985,Medium,Tier 3,Supermarket Type3,2471.4496,40,High,0.0029764575270834134,0
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,16,Low,0.00047642302908760945,0
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616,38,High,0.011552225562361032,0
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,2002,Small,Tier 2,Supermarket Type1,2600.6148,23,High,0.006626540090957611,0
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832,21,Medium,0.0010177444680017896,0
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118,16,High,0.00033347460691157514,0
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,1998,Medium,Tier 3,Grocery Store,356.8688,27,High,0.002780838567419363,0
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,23,Low,0.006550841683058297,0
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058,26,High,0.001586276456229141,0
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884,38,Medium,0.0018226620154206943,0
DRC25,5.73,Low Fat,0.05261601333333333,Soft Drinks,87.3882,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.2112,40,Low,0.009182548717414417,0
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.349,28,Low,0.0015753544809616364,0
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,OUT017,2007,Small,Tier 2,Supermarket Type1,1573.9512,18,Medium,0.008929856371480993,0
FDT37,14.15,Low Fat,0.04157509275,Canned,253.7014,OUT045,2002,Small,Tier 2,Supermarket Type1,5865.0322,23,Very_High,0.002938168891295485,0
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788,21,Very_High,0.005437943012660703,0
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,OUT045,2002,Small,Tier 2,Supermarket Type1,1454.1072,23,Medium,0.010210696798301932,0
FDQ40,11.1,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,40,High,0.003230005024323872,0
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.8168,26,Very_High,0.0015098052139994394,0
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,2007,Small,Tier 2,Supermarket Type1,1211.756,18,Medium,0.004052115482907015,0
FDT55,13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,OUT019,1985,Small,Tier 1,Grocery Store,473.3838,40,High,0.0056201864985156984,0
FDH60,19.7,reg,0.08073703,Baking Goods,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,28,Very_High,0.004098326187902224,0
FDF57,14.5,Regular,0.06440502025,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376,21,High,0.004441725228156881,0
NCX29,10.0,Low Fat,0.089152528,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306,28,High,0.00891525190847481,0
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815,38,High,0.0019966108248444525,0
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,26,Low,0.007435298209567654,0
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,21,Low,0.007672537181543396,0
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,38,Low,0.0013730047256377016,0
NCM29,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886,16,Medium,0.00154035603996904,0
FDO24,11.1,low fat,0.1911871505,Baking Goods,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.906,26,High,0.017224066060894952,0
NCJ43,6.635,Low Fat,0.027069402,Household,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,28,High,0.004079788684282037,0
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,871.5322,28,Medium,0.007071286546570225,0
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528,16,Low,0.0042708484011869715,0
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,21,Medium,0.02162527662496048,0
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.0486,21,Very_High,0.005302552115864066,0
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542,16,Low,0.010572302757314111,0
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,OUT017,2007,Small,Tier 2,Supermarket Type1,2503.408,18,Medium,0.003263759533311862,0
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.7904,26,Very_High,0.008970888213590714,0
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,Small,Tier 2,Supermarket Type1,2441.4886,18,Medium,0.009225346652221368,0
FDT60,12.0,Low Fat,0.132275338,Baking Goods,123.8388,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,40,Medium,0.011022943914754673,0
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66,21,High,0.011186378113379917,0
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,28,High,0.004038147203770523,0
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,3094.6384,38,Very_High,0.0017878952141403193,0
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,16,Medium,0.0029778545285233425,0
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508,28,High,0.0013545629133736691,0
NCM05,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.1616,21,Very_High,0.00876712823924861,0
NCU06,17.6,Low Fat,0.13027716,Household,228.001,OUT019,1985,Small,Tier 1,Grocery Store,1148.505,40,Very_High,0.007402110943061878,0
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.284,26,Low,0.0015938785824853839,0
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,1720.4272,38,Medium,0.004810996447857505,0
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,2007,Small,Tier 2,Supermarket Type1,2807.0128,18,High,0.0032497213824433393,0
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.037,26,Medium,0.008187886172694291,0
DRF49,7.27,LF,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216,21,Medium,0.00977503290577264,0
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,16,Medium,0.003311661800661762,0
FDB27,7.575,Low Fat,0.055121892,Dairy,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.304,40,Very_High,0.007276816465106737,0
NCS18,12.65,Low Fat,0.042211119,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194,28,Medium,0.003336847087996278,0
FDZ49,11.0,Regular,0.132500853,Canned,220.3798,OUT027,1985,Medium,Tier 3,Supermarket Type3,5289.1152,40,Very_High,0.01204553099586082,0
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.1192,21,High,0.0008889957206288159,0
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.978,26,Very_High,0.0026563164198118586,0
NCD31,12.1,LF,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,16,High,0.0012807715470436738,0
NCV30,20.2,Low Fat,0.065612808,Household,62.351,OUT027,1985,Medium,Tier 3,Supermarket Type3,2150.534,40,Low,0.0032481586510812546,0
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.8288,26,High,0.0006994619942173258,0
FDM10,18.25,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.827,40,Very_High,0.0041426682113606455,0
FDT11,5.94,Regular,0.029372367,Breads,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,28,Very_High,0.004944842096827929,0
FDD39,16.7,low fat,0.070096518,Dairy,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93,38,Very_High,0.00419739603608407,0
NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,21,Medium,0.01627310266940424,0
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378,21,Medium,0.003830022810143826,0
NCU18,15.1,Low Fat,0.097768728,Household,142.4496,OUT019,1985,Small,Tier 1,Grocery Store,564.5984,40,High,0.006474749769884122,0
FDJ58,15.6,Regular,0.104786172,Snack Foods,172.2764,OUT027,1985,Medium,Tier 3,Supermarket Type3,1545.9876,40,High,0.006717061877111418,0
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,OUT010,1998,Medium,Tier 3,Grocery Store,482.0392,27,Very_High,0.0023970660770842814,0
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.932,16,Very_High,0.005833629810216345,0
NCB19,6.525,Low Fat,0.089858447,Household,84.5882,OUT027,1985,Medium,Tier 3,Supermarket Type3,2061.3168,40,Low,0.013771407391355187,0
FDH45,15.1,Regular,0.185008985,Fruits and Vegetables,42.3796,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,40,Low,0.01225224985084438,0
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222,38,Very_High,0.008828242601225769,0
FDI27,8.71,Regular,0.04986978624999999,Dairy,43.5744,OUT017,2007,Small,Tier 2,Supermarket Type1,498.0184,18,Low,0.005725577557338971,0
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,18,Very_High,0.007378656531636257,0
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,21,Very_High,0.00430090528670336,0
FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,21,Low,0.005897688728184902,0
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768,28,Low,0.026043186658556493,0
FDP34,12.85,Low Fat,0.240268248,Snack Foods,156.463,OUT019,1985,Small,Tier 1,Grocery Store,312.926,40,High,0.01869791667720493,0
